Student_ID,OOP,DSA,DBMS,ASC,FP,SE,FLCD,OS,WEBDEV,PDP,Elective 1,Elective 2,Elective 3,Elective 1 Mark,Elective 2 Mark,Elective 3 Mark
SID20159646,88,43,63,47,91,86,51,87,58,86,SVV,CC,ML,82,87,47
SID20159677,78,100,83,44,77,64,50,43,60,79,NLP,CC,IOT,86,60,96
SID20159693,92,96,43,46,55,44,90,90,58,83,NLP,CS,ML,92,85,63
SID20159716,81,48,85,54,55,56,42,94,47,88,NLP,CS,IOT,48,29,49
SID20159742,83,40,96,74,75,70,80,86,80,75,AR_VR,CC,ML,91,35,76
SID20159750,98,89,44,45,88,67,91,73,85,63,SVV,CS,IOT,73,59,61
SID20159915,64,58,70,86,53,99,47,98,91,99,NLP,CS,ML,58,32,81
SID20159925,87,47,58,64,47,75,49,80,68,59,SVV,CC,ML,90,27,70
SID20159927,99,98,61,71,67,99,99,93,80,100,NLP,CC,ML,45,23,43
SID20159950,72,92,63,58,45,56,50,82,63,86,SVV,CC,IOT,56,100,35
SID20159958,100,70,93,71,74,53,71,40,46,91,SVV,CS,IOT,85,10,86
SID20159963,42,100,77,44,59,84,74,71,98,59,AR_VR,CS,ML,49,27,69
SID20159982,97,87,61,55,43,100,91,77,65,89,AR_VR,CS,ML,89,58,49
SID20161133,69,75,88,44,99,48,71,85,94,41,AR_VR,CC,ML,51,34,51
SID20161136,75,97,56,95,85,90,96,85,50,54,SVV,CC,ML,72,32,78
SID20161152,40,79,73,53,43,96,50,64,58,95,NLP,CS,ML,48,14,73
SID20161170,61,66,64,57,83,81,81,52,62,41,SVV,CC,ML,64,41,57
SID20161188,92,81,94,45,41,53,52,81,70,52,SVV,CC,ML,89,35,70
SID20161237,96,83,71,99,84,75,77,48,64,62,NLP,CC,IOT,85,77,84
SID20161262,51,69,51,83,90,49,44,74,54,72,NLP,CS,ML,88,65,34
SID20161265,91,69,47,85,46,91,58,48,89,45,NLP,CS,ML,87,50,83
SID20161269,46,76,40,55,94,81,89,94,58,53,SVV,CS,IOT,56,45,52
SID20161277,79,54,54,50,88,43,47,56,70,90,AR_VR,CC,ML,79,76,61
SID20161289,46,60,47,98,75,87,92,47,63,79,AR_VR,CC,IOT,78,26,53
SID20161293,46,100,48,69,51,87,87,45,41,79,NLP,CS,IOT,79,53,62
SID20161299,76,79,74,85,41,48,72,87,88,51,NLP,CC,IOT,74,73,18
SID20161326,79,58,84,57,80,74,69,88,69,44,NLP,CC,ML,55,76,13
SID20161367,98,76,55,82,99,40,97,70,71,48,SVV,CS,ML,54,47,61
SID20161379,52,64,71,81,81,52,66,91,64,75,AR_VR,CS,ML,42,15,46
SID20161402,57,68,72,92,53,61,56.9,52,43,71,AR_VR,CS,IOT,69,91,88
SID20161416,69,82,100,80,20,99,57,43,49,83,AR_VR,CC,ML,86,87,33
SID20161443,78,80,68,93,88,44,72,40,87,43,SVV,CS,IOT,75,60,50
SID20161453,84,46,40,91,45,52,70,78,98,67,AR_VR,CS,ML,67,68,91
SID20161464,85,40,81,57,64,71,76,87,75,83,NLP,CC,ML,92,45,31
SID20161494,49,95,98,46,47,91,60,55,68,91,NLP,CC,ML,72,89,83
SID20161511,100,40,78,87,55,42,60,97,82,93,SVV,CC,ML,51,63,80
SID20161535,78,68,96,55,87,85,58,76,99,46,NLP,CS,ML,90,51,59
SID20161546,74,69,40,92,90,80,84,50,80,40,NLP,CC,ML,83,39,89
SID20161554,98,71,52,50,77,51,43,55,72,97,NLP,CC,ML,61,72,10
SID20161572,76,63,50,91,62,94,83,80,65,42,SVV,CC,IOT,42,79,43
SID20161581,83,74,92,84,96,81,90,61,48,99,SVV,CC,ML,94,49,29
SID20161601,50,46,71,94,44,75,87,98,64,51,AR_VR,CC,ML,56,72,51
SID20161608,54,94,98,87,54,68,42,98,89,74,SVV,CS,ML,93,18,73
SID20161612,86,100,74,47,97,73,25,67,74,62,SVV,CC,ML,86,74,92
SID20161648,54,97,89,56,99,79,68,51,79,97,AR_VR,CS,ML,63,34,75
SID20161660,51,97,65,90,58,69,40,71,50,93,SVV,CS,IOT,98,33,15
SID20161666,49,62,56,86,62,58,45,44,85,87,AR_VR,CS,ML,78,80,44
SID20161676,81,85,92,52,93,54,78,59,93,68,NLP,CS,ML,78,96,68
SID20161696,56,99,73,59,89,91,68,44,100,50,SVV,CC,ML,75,83,35
SID20161700,67,100,81,40,59,87,64,88,91,42,SVV,CS,ML,88,72,29
SID20161725,99,54,81,80,87,88,58,45,69,79,NLP,CS,IOT,88,62,49
SID20161752,65,49,44,68,53,84,54.5,73,50,59,SVV,CC,ML,46,44,64
SID20161781,61,42,69,80,73,48,41,87,84,49,NLP,CS,IOT,69,12,86
SID20161794,60,67,47,22,28,63,86,76,94,84,SVV,CS,IOT,79,16,77
SID20161821,89,63,50,43,62,92,77,42,52,47,AR_VR,CS,ML,91,20,55
SID20161861,79,79,85,58,99,90,62,66,94,49,AR_VR,CC,IOT,20,18,36
SID20161905,43,72,75,52,67,93,86,61,55,93,NLP,CS,IOT,61,12,31
SID20161915,98,79,56,94,61,66,98,88,92,99,SVV,CC,IOT,91,53,21
SID20161918,60,68,98,80,45,63,80,66,40,53,AR_VR,CS,IOT,59,36,29
SID20161919,94,74,65,99,83,75,45,55,86,81,SVV,CC,ML,50,100,84
SID20161920,42,53,71,83,76,41,80,40,52,49,NLP,CS,ML,75,81,43
SID20161923,80,22,54,97,54,61,87,96,44,76,SVV,CS,IOT,63,72,37
SID20161957,50,63,46,81,79,94,53,74,93,68,SVV,CS,ML,77,94,57
SID20161964,41,56,42,41,71,99,44,50,97,83,NLP,CS,IOT,44,23,85
SID20161970,76,89,66,86,88,78,68.2,55,97,47,NLP,CS,ML,62,86,87
SID20161974,65,94,89,45,87,90,70,53,63,74,NLP,CC,ML,61,71,43
SID20161987,83,67,74,93,41,74,75,43,53,53,NLP,CS,IOT,77,31,79
SID20161994,52,62,84,53,74,85,62,72,81,65,SVV,CC,ML,40,22,91
SID20162004,53,83,64,57,66,53,46,98,48,84,SVV,CC,IOT,82,19,75
SID20162024,84,42,83,44,92,66,47,43,46,77,NLP,CS,IOT,59,99,70
SID20162034,59,58,64,48,64,28,70,68,92,91,SVV,CC,IOT,40,58,60
SID20162069,58,65,75,84,52,49,59,52,81,80,NLP,CC,IOT,45,63,45
SID20162122,92,60,85,81,74,70,94,95,99,85,SVV,CC,ML,98,20,32
SID20162125,85,73,77,48,40,76,74,66,82,65,SVV,CC,ML,58,13,30
SID20162145,98,70,45,89,79,96,59,88,54,77,SVV,CC,ML,54,17,86
SID20162159,91,83,94,94,40,75,44,78,51,74,NLP,CC,ML,96,27,58
SID20162174,61,65,66,61,84,80,61,92,41,79,SVV,CS,IOT,94,54,71
SID20162180,64,58,96,99,45,78,60,86,42,65,SVV,CC,ML,74,18,97
SID20162190,92,48,73,70,62,92,59,43,40,81,AR_VR,CS,IOT,40,93,59
SID20162250,40,89,97,93,79,75,83,40,80,43,NLP,CC,IOT,98,23,83
SID20162274,62,45,67,60,64,67,49,48,43,84,AR_VR,CS,ML,51,49,47
SID20162337,50,99,68,48,75,75,41,78,42,76,NLP,CS,ML,83,49,31
SID20162358,51,64,61,99,89,81,72,90,74,47,SVV,CS,ML,65,98,42
SID20162362,56,20,67,89,91,100,55,66,45,44,SVV,CS,IOT,84,60,95
SID20162407,99,54,46,89,67,66,51,99,54,47,AR_VR,CC,IOT,93,60,79
SID20162448,83,45,61,100,46,75,53,48,68,69,AR_VR,CS,IOT,97,89,82
SID20162474,58,71,82,99,87,60,63,75,45,86,AR_VR,CC,IOT,25,65,97
SID20162489,86,85,77,73,100,85,80,49,99,53,NLP,CC,ML,81,90,39
SID20162490,99,84,82,63,67,70,65,57,64,55,SVV,CC,ML,87,47,14
SID20162498,86,85,93,53,58,45,99,44,99,48,SVV,CS,ML,43,51,96
SID20162515,54,91,62,78,79,86,96,95,47,83,NLP,CC,ML,78,34,86
SID20162519,97,73,65,94,69,61,63,69,49,44,NLP,CS,IOT,49,48,78
SID20162531,84,71,100,56,57,95,57,70,96,55,NLP,CC,IOT,72,56,44
SID20162562,72,62,76,94,91,98,62,75,58,43,AR_VR,CC,IOT,90,90,49
SID20162572,65,89,56,85,59,42,61.8,47,92,83,SVV,CS,ML,49,51,10
SID20162645,64,97,74,99,48,63,89,99,48,47,NLP,CC,ML,59,86,72
SID20162653,40,74,91,50,48,69,77,64,79,40,NLP,CS,IOT,49,63,100
SID20162655,67,67,92,80,93,98,81,65,42,45,AR_VR,CS,ML,46,40,59
SID20162683,90,86,52,73,48,79,87,71,73,45,SVV,CS,IOT,95,56,12
SID20162688,59,90,92,52,85,70,76,60,80,100,NLP,CS,IOT,94,36,88
SID20162713,55,70,59,48,79,67,69,76,90,80,SVV,CS,IOT,59,67,12
SID20162745,61,100,96,54,73,82,48,65,89,95,SVV,CC,IOT,88,21,80
SID20162792,98,89,92,84,59,75,67,72,55,57,SVV,CC,ML,73,55,24
SID20162803,88,98,83,71,92,92,62,94,46,50,AR_VR,CS,ML,98,47,46
SID20162808,57,42,91,49,44,100,91,84,55,88,AR_VR,CS,IOT,82,56,10
SID20162825,42,82,58,65,64,67,53,25,80,68,SVV,CS,IOT,92,29,20
SID20162851,19,41,41,41,71,77,57,42,97,87,SVV,CC,IOT,77,90,70
SID20162857,41,92,93,55,83,61,63,65,50,95,SVV,CC,ML,58,20,18
SID20162867,85,62,42,78,90,76,41,92,89,75,AR_VR,CC,ML,66,88,89
SID20162902,52,68,59,64,68,43,91,71,76,74,SVV,CC,IOT,98,80,55
SID20162908,51,41,21,58,53,83,70,28,77,45,AR_VR,CC,IOT,77,49,53
SID20162916,42,61,48,88,92,70,88,62,89,70,SVV,CS,IOT,48,13,11
SID20162918,63,94,96,80,63,64,61,93,46,78,SVV,CS,ML,73,95,10
SID20162965,41,52,40,100,60,71,66,64,94,83,NLP,CS,ML,19,55,13
SID20162967,53,86,100,79,80,44,51,71,93,62,NLP,CC,IOT,96,93,99
SID20162976,95,77,77,49,60,92,81,65,55,94,NLP,CS,ML,42,41,58
SID20162990,68,45,75,64,95,73,75,65,93,54,AR_VR,CC,IOT,42,91,55
SID20163035,74,51,87,89,100,93,92,66,94,57,NLP,CC,ML,40,56,63
SID20163049,79,22,91,86,98,97,40,45,40,62,NLP,CC,IOT,40,14,20
SID20163063,56,98,78,54,84,45,50,77,58,78,SVV,CS,ML,81,81,73
SID20163082,60,62,48,54,82,51,64,80,82,91,AR_VR,CC,ML,65,35,56
SID20163086,61,61,66,77,68,74,93,46,95,45,NLP,CC,ML,90,63,67
SID20163087,96,92,57,99,57,80,83,42,78,90,AR_VR,CS,IOT,77,75,19
SID20163089,79,41,55,74,83,62,60,57,62,55,AR_VR,CS,IOT,75,55,46
SID20163094,92,77,91,62,92,63,89,46,66,44,SVV,CC,IOT,55,85,90
SID20163102,47,87,89,66,51,82,59,67,100,45,SVV,CS,IOT,76,94,38
SID20163161,97,80,76,77,91,68,75,100,46,65,NLP,CC,ML,92,48,71
SID20163180,68,68,99,70,57,40,71,69,92,78,AR_VR,CS,IOT,85,74,32
SID20163182,51,99,89,52,95,75,46,93,41,68,NLP,CS,ML,71,84,86
SID20163199,42,21,87,86,94,87,90,52,83,96,SVV,CC,ML,81,73,63
SID20163209,94,90,44,46,68,82,72,76,41,88,SVV,CC,IOT,61,41,89
SID20163227,84,75,46,58,99,87,45,68,47,57,AR_VR,CC,IOT,96,65,68
SID20163252,28,67,63,85,96,79,86,87,77,51,AR_VR,CC,ML,45,50,45
SID20163259,65,89,77,50,51,44,77,97,78,55,SVV,CS,IOT,54,32,13
SID20163311,61,91,100,79,44,65,49,89,88,75,AR_VR,CC,ML,90,73,54
SID20163318,93,65,52,82,66,53,47,97,92,99,SVV,CC,IOT,77,78,38
SID20163322,99,44,86,73,78,66,82,55,71,45,AR_VR,CC,ML,96,88,93
SID20163355,44,90,69,40,29,78,97,85,52,99,AR_VR,CS,IOT,97,23,15
SID20163387,99,94,71,87,91,85,59,54,46,59,AR_VR,CS,ML,62,95,56
SID20163399,59,97,41,25,54,89,59,96,41,73,SVV,CC,IOT,93,25,15
SID20163403,48,90,99,95,97,43,52,77,85,99,NLP,CC,IOT,46,15,35
SID20163404,40,51,100,67,65,62,55,66,46,49,AR_VR,CS,IOT,97,87,85
SID20163436,74,89,89,83,87,45,83,98,95,81,NLP,CS,IOT,63,73,68
SID20163438,83,45,100,64,83,96,86,64,41,48,AR_VR,CC,ML,64,64,27
SID20163480,61,48,86,44,42,53,99,46,55,75,NLP,CS,IOT,72,71,67
SID20163494,48,74,84,87,67,68,54,79,90,52,SVV,CC,IOT,69,53,60
SID20163525,85,65,58,92,69,75,93,83,82,93,SVV,CS,ML,89,21,33
SID20163541,96,97,91,41,93,63,91,99,66,77,SVV,CC,ML,92,43,100
SID20163580,80,71,55,70,53,80,66,54,59,58,SVV,CC,ML,79,67,25
SID20163582,43,53,46,80,47,95,47,98,64,62,AR_VR,CS,IOT,63,67,43
SID20163583,99,70,71,97,66,56,97,66,76,55,NLP,CC,ML,84,78,93
SID20163604,64,89,85,54,62,87,56,54,86,53,NLP,CS,ML,44,42,95
SID20163612,57,82,56,53,51,86,41,47,71,59,AR_VR,CS,IOT,52,97,21
SID20163613,86,55,54,100,43,66,81,57,52,43,NLP,CC,IOT,57,65,44
SID20163649,57,94,99,89,52,86,94,58,52,97,AR_VR,CS,ML,50,62,22
SID20163655,83,83,73,72,67,80,79,68,84,88,NLP,CC,IOT,71,81,62
SID20163680,47,74,97,94,20,93,70,44,56,52,AR_VR,CC,IOT,40,96,86
SID20163684,80,70,84,81,62,42,78,60,58,76,AR_VR,CC,IOT,46,23,33
SID20163695,41,76,98,45,54,65,86,74,54,22,AR_VR,CC,IOT,94,67,78
SID20163696,67,56,55,66,96,90,61,82,79,69,NLP,CC,IOT,54,82,62
SID20163712,51,97,60,57,90,82,63,44,53,99,AR_VR,CC,ML,75,60,21
SID20163751,43,59,44,98,83,55,89,94,62,71,AR_VR,CC,ML,49,47,96
SID20163762,92,97,96,45,87,47,93,65,68,72,AR_VR,CC,ML,57,92,30
SID20163764,97,72,65,48,97,57,89,83,57,80,NLP,CC,IOT,91,58,72
SID20163789,57,54,86,60,63,92,93,82,84,49,AR_VR,CC,ML,94,31,59
SID20163798,87,57,96,48,43,83,51,68,92,43,NLP,CC,IOT,66,76,37
SID20163801,68,47,96,79,68,64,67.7,72,100,83,AR_VR,CC,ML,92,26,63
SID20163839,90,72,64,44,46,94,44,72,74,47,SVV,CC,IOT,48,90,79
SID20163930,77,43,41,45,71,59,21,97,55,56,AR_VR,CS,IOT,65,17,90
SID20163946,99,44,60,90,74,100,72,81,85,67,SVV,CS,ML,94,84,75
SID20163951,42,82,63,99,40,88,56,78,66,82,SVV,CC,ML,53,90,46
SID20163997,61,89,43,81,51,71,51,83,44,80,AR_VR,CS,ML,48,61,22
SID20164001,88,96,61,62,64,73,46,75,83,93,SVV,CS,IOT,100,98,71
SID20164021,57,87,83,63,61,84,95,79,73,42,NLP,CC,IOT,96,85,48
SID20164028,45,74,73,94,54,79,96,73,46,42,SVV,CS,ML,66,87,90
SID20164029,60,87,75,55,58,74,44,53,90,44,AR_VR,CC,IOT,90,25,70
SID20164036,67,86,91,97,93,71,65,72,65,66,AR_VR,CC,ML,85,64,81
SID20164055,91,82,59,57,98,46,72,83,95,97,SVV,CS,ML,67,46,82
SID20164120,40,84,73,86,98,89,91,94,79,95,SVV,CS,IOT,99,62,36
SID20164122,100,86,43,85,89,80,78,53,52,95,SVV,CS,IOT,50,80,75
SID20164157,40,54,66,76,94,46,66,98,54,54,NLP,CS,IOT,88,60,54
SID20164163,57,64,84,80,55,97,66,98,59,29,NLP,CC,IOT,90,12,95
SID20164182,47,100,67,100,62,47,62,83,92,63,NLP,CS,IOT,67,81,73
SID20164205,95,56,48,64,77,75,81,72,43,83,AR_VR,CS,ML,74,19,30
SID20164217,100,90,75,67,99,46,72,95,70,64,NLP,CS,ML,55,68,44
SID20164248,53,60,41,78,84,68,67,81,69,52,SVV,CC,IOT,68,12,43
SID20164252,64,96,75,70,49,41,70,49,81,52,NLP,CC,IOT,97,70,81
SID20164260,76,50,100,54,61,81,78,70,57,100,SVV,CS,IOT,80,69,68
SID20164268,98,78,69,54,69,59,70,86,75,24,NLP,CS,ML,86,77,81
SID20164280,83,50,65,87,84,53,65,99,45,73,SVV,CC,IOT,58,61,72
SID20164281,55,86,91,63,49,91,96,40,49,59,AR_VR,CC,ML,73,87,21
SID20164310,47,95,88,100,97,62,48,82,65,99,NLP,CS,ML,85,97,51
SID20164359,44,43,74,77,66,70,48,46,78,54,NLP,CS,IOT,89,36,65
SID20164391,51,68,57,49,97,72,82,57,97,99,NLP,CS,ML,84,82,37
SID20164413,56,43,43,79,90,63,98,79,40,57,SVV,CC,ML,78,68,60
SID20164424,75,89,86,68,67,51,90,42,94,43,AR_VR,CC,ML,84,86,58
SID20164462,93,78,92,80,60,41,64,43,87,60,SVV,CS,ML,54,53,96
SID20164501,48,65,71,43,83,71,71,52,99,93,SVV,CC,IOT,48,73,94
SID20164522,64,64,54,74,57,59,41,80,48,89,SVV,CS,IOT,83,84,78
SID20164543,84,92,47,98,75,75,43,88,81,72,NLP,CC,ML,71,60,13
SID20164566,85,86,72,54,91,94,59,96,66,100,AR_VR,CS,IOT,71,15,69
SID20164582,48,80,41,87,87,54,47,78,74,98,AR_VR,CS,IOT,83,73,72
SID20164596,81,48,84,55,85,78,69,95,99,50,NLP,CS,ML,43,65,99
SID20164607,79,46,80,78,45,89,78,43,96,100,AR_VR,CC,IOT,62,24,43
SID20164614,92,97,86,86,89,85,64,75,68,51,NLP,CC,ML,80,67,97
SID20164631,92,58,63,55,53,66,54,41,87,97,AR_VR,CC,IOT,78,78,31
SID20164645,76,49,95,94,82,42,92,44,97,97,NLP,CS,ML,62,56,46
SID20164674,53,99,45,84,55,79,23,58,76,42,AR_VR,CC,IOT,51,91,34
SID20164748,94,66,83,88,99,87,98,92,60,100,SVV,CC,IOT,65,81,65
SID20164758,47,89,75,88,57,91,51,66,59,92,AR_VR,CC,ML,100,21,56
SID20164779,57,68,51,61,40,43,93,91,42,96,AR_VR,CS,IOT,85,45,40
SID20164780,69,84,45,93,69,81,45,59,44,91,SVV,CS,ML,75,92,80
SID20164781,89,61,42,68,43,84,92,88,40,57,AR_VR,CS,IOT,74,44,54
SID20164784,63,77,72,97,58,80,98,100,40,55,NLP,CC,IOT,29,19,51
SID20164811,53,53,52,60,48,75,43,76,64,90,AR_VR,CS,IOT,78,41,18
SID20164821,62,88,71,64,79,78,81,53,47,66,AR_VR,CC,ML,65,52,70
SID20164837,61,60,71,63,81,73,50,75,59,85,SVV,CC,ML,85,89,73
SID20164851,57,45,49,74,67,73,100,49,84,43,SVV,CS,ML,61,56,79
SID20164856,98,73,79,46,56,86,68,80,40,76,SVV,CS,IOT,66,57,61
SID20164876,67,88,41,85,93,79,53,54,40,86,AR_VR,CS,ML,56,65,91
SID20164926,73,48,71,81,59,99,86,78,73,93,NLP,CC,ML,56,90,84
SID20164934,99,53,53,49,59,28,46,44,57,74,SVV,CC,IOT,68,50,60
SID20164952,60,43,50,100,61,47,78,64,87,74,SVV,CC,ML,95,31,98
SID20164954,94,79,56,89,87,58,69,60,40,81,AR_VR,CS,IOT,43,51,21
SID20164962,66,63,93,45,79,80,41,42,60,42,SVV,CC,ML,80,21,27
SID20164987,82,80,48,93,92,99,80,91,59,57,AR_VR,CC,ML,65,43,19
SID20165001,66,47,74,80,88,76,73,86,97,47,SVV,CC,ML,75,99,58
SID20165029,78,83,96,49,42,72,99,66,95,56,SVV,CC,IOT,98,84,31
SID20165036,51,98,43,77,66,74,56,93,43,74,AR_VR,CS,ML,42,64,62
SID20165054,43,44,75,68,61,56,61,93,96,81,SVV,CC,ML,90,89,12
SID20165108,97,62,56,59,99,50,64,71,83,62,NLP,CS,ML,45,12,18
SID20165112,89,76,85,100,98,65,41,63,57,45,AR_VR,CC,IOT,60,61,27
SID20165128,47,43,80,58,48,42,80,83,60,81,NLP,CC,ML,71,33,51
SID20165138,42,46,86,47,80,92,84,59,88,77,NLP,CS,ML,57,13,87
SID20165152,78,49,65,86,74,53,76,86,77,54,NLP,CC,IOT,60,13,98
SID20165173,48,62,73,86,57,52,51,90,53,54,NLP,CC,IOT,47,62,90
SID20165190,95,48,94,78,52,51,91,97,46,42,NLP,CC,ML,80,57,51
SID20165194,80,70,75,72,53,42,73,82,52,46,NLP,CC,ML,54,31,10
SID20165207,64,62,70,53,72,99,94,74,84,64,SVV,CC,ML,62,66,16
SID20165263,78,84,45,51,47,72,75,46,47,64,AR_VR,CC,ML,77,47,95
SID20165267,80,77,75,60,49,95,42,92,43,92,SVV,CS,IOT,40,96,40
SID20165268,74,77,40,59,61,49,99,99,63,74,NLP,CS,IOT,83,49,79
SID20165272,70,71,94,58,49,97,56,44,83,67,SVV,CS,ML,70,38,86
SID20165305,96,62,61,87,87,93,99,56,58,49,AR_VR,CC,IOT,80,65,67
SID20165316,44,67,91,87,96,86,41,76,86,27,AR_VR,CS,IOT,80,64,59
SID20165333,86,96,98,74,75,68,54,84,83,72,AR_VR,CC,ML,75,72,92
SID20165339,69,62,54,68,70,53,53,74,57,66,SVV,CS,ML,79,65,74
SID20165347,74,68,81,73,45,79,58,73,54,51,NLP,CC,IOT,94,25,65
SID20165370,72,98,87,43,69,47,99,80,68,55,SVV,CC,ML,95,42,24
SID20165401,73,95,97,49,75,59,77,90,81,79,AR_VR,CS,IOT,69,70,87
SID20165430,88,63,77,76,94,41,66,54,65,67,SVV,CC,IOT,51,73,100
SID20165470,83,63,99,90,61,63,66,85,75,90,AR_VR,CS,ML,80,25,46
SID20165481,62,71,78,63,84,97,83,71,59,60,SVV,CC,IOT,59,44,77
SID20165493,44,93,50,63,89,96,87,93,81,83,AR_VR,CS,ML,99,33,90
SID20165522,65,43,74,83,40,59,68,70,19,95,NLP,CS,ML,65,91,99
SID20165547,54,56,52,55,98,62,84,52,99,93,AR_VR,CC,IOT,92,23,16
SID20165555,69,84,48,94,45,86,90,49,85,61,AR_VR,CC,ML,78,91,50
SID20165566,47,52,41,43,70,41,57,28,54,68,AR_VR,CS,ML,92,87,25
SID20165580,52,69,92,100,99,85,72,94,60,62,SVV,CC,ML,79,58,82
SID20165584,63,85,87,66,22,47,88,81,49,67,NLP,CC,ML,52,32,100
SID20165594,51,90,75,56,49,73,83,83,56,82,AR_VR,CC,ML,69,52,49
SID20165619,67,53,50,58,99,60,43,94,57,83,NLP,CS,ML,54,76,93
SID20165640,52,54,60,43,75,57,41,74,80,79,SVV,CC,IOT,98,66,96
SID20165684,58,41,64,52,85,61,99,98,81,75,NLP,CC,IOT,45,75,58
SID20165687,69,42,98,44,95,96,79,46,76,92,AR_VR,CS,ML,56,15,94
SID20165692,65,57,61,68,73,55,56,90,41,88,SVV,CC,ML,83,59,88
SID20165714,47,57,53,87,69,69,51,84,56,98,AR_VR,CC,IOT,55,21,24
SID20165724,85,57,71,43,68,65,83,83,87,62,NLP,CS,IOT,56,82,83
SID20165743,68,85,54,59,46,86,90,50,69,71,NLP,CC,ML,71,35,17
SID20165746,81,53,75,40,100,76,43,45,49,74,NLP,CS,ML,92,17,30
SID20165751,54,89,49,55,90,75,89,49,64,73,NLP,CC,ML,54,63,95
SID20165755,93,54,87,75,75,46,75,84,97,46,NLP,CC,IOT,80,74,63
SID20165791,84,88,55,53,100,93,81,98,83,63,AR_VR,CS,IOT,58,18,43
SID20165794,67,82,83,64,58,80,68,100,40,60,NLP,CC,ML,95,14,63
SID20165806,95,99,98,81,50,69,51,68,76,56,SVV,CC,ML,62,33,92
SID20165808,71,58,51,85,72,76,67,58,95,61,NLP,CC,ML,93,20,56
SID20165818,70,66,41,81,79,59,75,87,46,97,SVV,CS,ML,44,52,10
SID20165822,100,81,63,61,98,45,50,47,72,44,NLP,CS,ML,49,38,82
SID20165835,42,40,54,69,84,79,43,100,46,92,AR_VR,CS,IOT,81,83,96
SID20165853,59,52,69,87,56,44,62,58,53,44,NLP,CC,ML,97,95,71
SID20165856,59,90,83,45,46,67,88,42,60,82,SVV,CC,ML,93,58,52
SID20165862,81,59,57,72,98,44,52,72,87,56,SVV,CS,IOT,47,68,11
SID20165866,56,47,72,97,64,42,45,52,70,53,SVV,CC,IOT,54,24,19
SID20165867,75,60,92,83,78,92,84,77,55,82,NLP,CC,IOT,94,70,67
SID20165883,70,95,87,55,59,89,80,83,90,65,AR_VR,CC,IOT,50,23,16
SID20165887,66,68,76,77,56,51,65,75,56,76,NLP,CS,IOT,96,12,11
SID20165890,87,97,41,68,84,67,64,90,61,53,AR_VR,CC,IOT,64,99,64
SID20165891,50,67,58,100,90,81,75,66,71,79,AR_VR,CS,IOT,66,40,99
SID20165903,46,92,47,73,52,90,86,92,84,89,SVV,CC,IOT,72,83,47
SID20165909,73,62,97,90,58,73,43,45,99,67,NLP,CC,ML,52,31,84
SID20165914,66,61,96,65,86,50,99,71,92,94,SVV,CC,IOT,74,13,82
SID20165922,79,75,68,88,76,50,52,89,73,54,NLP,CC,IOT,77,10,80
SID20165948,57,48,74,68,72,77,92,69,59,41,NLP,CS,ML,71,17,93
SID20165949,60,100,94,63,62,41,97,42,86,55,AR_VR,CC,IOT,64,54,45
SID20165964,56,77,49,55,96,46,43,99,54,52,AR_VR,CS,IOT,76,67,38
SID20165996,96,72,48,57,50,55,56,66,54,97,AR_VR,CS,ML,65,15,45
SID20166006,63,40,23,69,45,61,62,54,91,98,AR_VR,CS,IOT,59,64,77
SID20166031,92,87,45,25,86,52,64,78,76,70,AR_VR,CS,IOT,62,51,77
SID20166040,68,86,83,46,78,93,41,53,45,95,AR_VR,CC,ML,93,43,77
SID20166092,76,65,84,58,44,47,66,49,71,62,NLP,CS,IOT,76,49,53
SID20166145,76,59,69,98,98,97,61,72,88,77,NLP,CS,IOT,44,49,72
SID20166177,40,84,64,77,85,86,93,59,76,66,SVV,CC,IOT,89,64,59
SID20166179,78,40,90,95,42,86,88,72,44,40,AR_VR,CC,IOT,96,100,48
SID20166183,53,55,68,55,65,82,90,96,55,72,NLP,CC,ML,52,18,34
SID20166269,47,55,47,85,68,68,96,94,45,94,SVV,CS,ML,93,57,27
SID20166276,89,51,48,45,98,63,82,80,84,64,AR_VR,CC,IOT,49,69,72
SID20166301,96,40,82,27,95,47,56,83,98,68,SVV,CS,IOT,89,28,91
SID20166360,41,63,99,85,57,84,75,77,81,90,NLP,CS,ML,45,83,81
SID20166410,86,80,80,99,79,58,41,58,48,73,AR_VR,CC,IOT,73,66,42
SID20166433,65,67,42,96,72,100,84,84,64,80,NLP,CS,IOT,42,71,20
SID20166480,68,70,86,55,46,81,65,47,89,44,NLP,CS,ML,47,62,77
SID20166492,70,75,52,75,87,23,55.7,68,50,57,SVV,CC,ML,66,29,85
SID20166498,100,73,99,81,69,91,55,51,55,45,AR_VR,CC,ML,83,18,38
SID20166515,64,62,89,99,72,52,65,42,47,52,SVV,CS,ML,95,14,66
SID20166532,85,57,49,91,47,26,67,94,68,64,AR_VR,CS,ML,63,38,96
SID20166546,43,59,100,41,45,55,88,71,59,71,AR_VR,CC,ML,82,83,93
SID20166557,82,65,90,81,58,68,46,93,43,69,AR_VR,CS,ML,95,60,51
SID20166558,86,47,74,100,50,73,76,71,74,85,SVV,CS,ML,93,83,63
SID20166593,96,48,47,55,84,99,75,41,80,67,SVV,CS,IOT,51,22,75
SID20166603,66,88,85,58,88,97,79,57,85,63,SVV,CS,IOT,54,16,82
SID20166606,50,86,68,88,74,29,58,40,87,43,SVV,CS,IOT,88,16,13
SID20166609,67,63,60,60,47,90,52,70,47,41,AR_VR,CS,ML,85,90,43
